,CITY,REFERENCE TAX INCOME,UNEMPLOYMENT RATE,RSA BENEFICIARIES,Average net monthly salaries,Percentage of employees on permanent contracts,Number of companies,Average wealth tax per household n/a,CAF beneficiaries,Population
3508,Saint-Mathieu,19839.0,13.41%,2.71%,nc,85.99%,101.0,nc,13.81%,1077.0
3509,Exincourt,26561.0,10.71%,1.85%,2272.55,85.29%,204.0,nc,15.59%,3245.0
3510,Figanières,26680.0,13%,2.11%,2362.06,86.46%,217.0,nc,17.16%,2623.0
3511,LaLéchère,25158.0,9.80%,1.52%,2330.53,65.71%,224.0,nc,15.41%,2601.0
3512,Saint-Jean-le-Blanc,30254.0,12.35%,2.77%,2722.83,85.24%,550.0,nc,21.14%,9225.0
3513,Steenvoorde,26279.0,11.86%,1.50%,2425.30,84.52%,264.0,nc,16.81%,4341.0
3514,Vesseaux,24675.0,12.07%,1.28%,2294.29,85.33%,132.0,nc,18.64%,2020.0
3515,Beaulieu-lès-Loches,22092.0,10.07%,1.65%,nc,86.17%,99.0,nc,17.62%,1754.0
3516,Castelginest,27570.0,10.92%,2.29%,2564.10,87.49%,677.0,nc,21.25%,10784.0
3517,Montaren-et-Saint-Médiers,25622.0,13.07%,3.03%,nc,83.15%,165.0,nc,14.91%,1389.0
3518,Tourrettes,26374.0,12.81%,2.30%,2472.06,85.77%,569.0,nc,18.17%,2874.0
3519,Aix-en-Provence,33197.0,12.61%,2.56%,2984.73,83.53%,21796.0,10331,26.50%,147122.0
3520,Barcelonne-du-Gers,23454.0,9.58%,2.50%,nc,83.78%,88.0,nc,17.16%,1367.0
3521,Chalonnes-sur-Loire,26022.0,9.35%,1.56%,2440.87,83.84%,445.0,nc,18.87%,6475.0
3522,Clécy,22403.0,11.99%,1.52%,nc,81.86%,90.0,nc,15.65%,1305.0
3523,Écrouves,26121.0,7.40%,1.28%,2295.50,75.41%,158.0,nc,17.69%,4454.0
3524,Lagnieu,27597.0,12.57%,1.44%,2502.64,85.03%,486.0,nc,19.28%,7214.0
3525,LePerrier,25924.0,11.65%,0.93%,2075.46,83.21%,173.0,nc,15.19%,2068.0
3526,LeThor,26974.0,11.10%,1.85%,2511.56,86.05%,895.0,nc,18.40%,8883.0
3527,Marmoutier,25247.0,11.40%,1.29%,2315.62,83.94%,191.0,nc,16.67%,2712.0
3528,Meyzieu,28858.0,12.59%,2.01%,2677.85,85.87%,2635.0,nc,19.12%,35134.0
3529,Montsûrs,23278.0,7.93%,0.94%,2091.89,85.33%,157.0,nc,16.47%,3191.0
3530,Saint-Sauveur-de-Montagut,19461.0,11.42%,1.54%,nc,85.76%,94.0,nc,20.27%,1103.0
3531,Vic-sur-Cère,22688.0,8.09%,1.59%,nc,83.47%,119.0,nc,20.27%,1862.0
3532,Vireux-Wallerand,27345.0,13.91%,2.53%,nc,87.07%,81.0,nc,16.21%,1940.0
3533,Voulx,25302.0,12.02%,2.33%,nc,87.03%,125.0,nc,19.42%,1645.0
3534,LaPlaine-sur-Mer,26639.0,12.89%,1.45%,2316.41,85.87%,289.0,nc,15.23%,4448.0
3535,Noyal-Châtillon-sur-Seiche,29258.0,11.29%,1.60%,2447.38,84.29%,547.0,nc,20.17%,7318.0
3536,Saint-Marcel,27012.0,12.98%,3.35%,2789.87,86.38%,423.0,nc,19.15%,4412.0
3537,Villeneuve-en-Retz,24767.0,8.48%,1.30%,2230.15,84.39%,313.0,nc,16.01%,5013.0
3538,Audenge,27289.0,11.48%,1.60%,2404.15,87.06%,670.0,nc,18.25%,9136.0
3539,Diemeringen,26107.0,13.24%,2.01%,nc,84.47%,173.0,nc,17.46%,1598.0
3540,Estrées-Saint-Denis,26051.0,11.81%,1.65%,2415.53,86.46%,197.0,nc,18.41%,3726.0
3541,Saint-Avé,28338.0,11.87%,1.43%,2472.65,85.21%,734.0,nc,19.28%,11912.0
3542,Salomé,25420.0,10.57%,1.61%,2329.32,86.42%,126.0,nc,18.19%,2985.0
3543,Bourgueil,25283.0,12.03%,2.17%,2546.89,86.53%,212.0,nc,17.01%,3808.0
3544,Châteauneuf-de-Galaure,22531.0,14.22%,1.16%,nc,85.05%,122.0,nc,14.91%,1827.0
3545,Échenoz-la-Méline,27288.0,11.10%,1.67%,2289.17,87.18%,134.0,nc,18.39%,3235.0
3546,Fayence,27733.0,14.79%,2.21%,2526.49,87.10%,758.0,nc,16.72%,5770.0
3547,Fontès,21595.0,11.56%,2.09%,nc,84.75%,93.0,nc,18.14%,1052.0
3548,LesBoisd'Anjou,24727.0,6.48%,nc,2123.24,84.71%,124.0,nc,16.91%,2574.0
3549,Meung-sur-Loire,27329.0,10.67%,1.60%,2487.32,83.90%,380.0,nc,18.08%,6567.0
3550,Montréal,21425.0,10.66%,1.86%,nc,79.94%,124.0,nc,15.17%,1178.0
3551,Nexon,23167.0,7.88%,1.75%,2242.44,86.74%,140.0,nc,18.11%,2511.0
3552,Tresserre,25009.0,13.97%,1.99%,nc,83.46%,55.0,nc,17.23%,1125.0
3553,Yébleron,23656.0,11.28%,1.88%,nc,84.26%,58.0,nc,17.92%,1274.0
3554,Artemare,23965.0,14.18%,1.36%,nc,83.41%,88.0,nc,19.03%,1213.0
3555,Brûlon,21811.0,8.56%,1.70%,nc,80.67%,100.0,nc,16.68%,1533.0
3556,Camors,27358.0,11.49%,1.26%,2171.72,85.44%,178.0,nc,15.94%,3083.0
3557,Flamanville,24687.0,11.63%,0.87%,nc,75.29%,62.0,nc,17.58%,1767.0
3558,LaCavalerie,19570.0,5.43%,0.96%,1999.15,83.45%,104.0,nc,14.17%,2188.0
3559,Lussac,24209.0,14.81%,2.11%,nc,81.64%,119.0,nc,13.68%,1223.0
3560,Mansigné,21543.0,10.42%,1.36%,nc,83.50%,84.0,nc,16.24%,1541.0
3561,Miniac-Morvan,23664.0,8.26%,0.74%,2151.29,84.87%,250.0,nc,17.88%,4257.0
3562,Telgruc-sur-Mer,26487.0,11.57%,1.74%,2212.51,83.47%,141.0,nc,14.12%,2102.0
3563,Villiers-Saint-Georges,24080.0,11.05%,2.40%,nc,84.60%,64.0,nc,18.45%,1168.0
3564,Avon,28471.0,13.07%,2.71%,2878.32,86.26%,992.0,nc,18.81%,13545.0
3565,Balinghem,23127.0,12.48%,2.29%,nc,87.85%,38.0,nc,18.53%,1225.0
3566,Berthecourt,25995.0,13.80%,2.51%,nc,88.07%,92.0,nc,17.93%,1616.0
3567,Bretoncelles,24825.0,12.32%,1.91%,nc,81.72%,89.0,nc,14.43%,1475.0
3568,Caden,21379.0,12.30%,1.33%,nc,84.43%,80.0,nc,14.31%,1580.0
3569,Canohès,29498.0,13.79%,1.90%,2450.93,86.72%,389.0,nc,17.89%,6490.0
3570,Chambly,26290.0,11.10%,2.05%,2563.37,87.85%,798.0,nc,20.09%,10127.0
3571,Lamballe-Armor,27046.0,8.40%,1.54%,2310.28,84.50%,1261.0,nc,16.81%,16689.0
3572,Oye-Plage,27287.0,13.61%,1.87%,2616.86,85.73%,183.0,nc,16.87%,5630.0
3573,Paulx,24515.0,9.37%,1.29%,2165.99,82.95%,98.0,nc,15.27%,2004.0
3574,Pluherlin,23076.0,11.44%,1.91%,nc,84.74%,84.0,nc,15.15%,1520.0
3575,Porcheville,25964.0,12.90%,3.38%,2543.53,89.24%,227.0,nc,20.08%,3155.0
3576,Saint-Just-Sauvage,23976.0,12.41%,2.51%,nc,86.75%,50.0,nc,15.62%,1414.0
3577,Savines-le-Lac,23595.0,11.33%,1.64%,nc,74.62%,119.0,nc,19.18%,1080.0
3578,Bagnolesdel'OrneNormandie,27077.0,12.95%,1.66%,2401.43,81.50%,211.0,nc,15.42%,2720.0
3579,Cravanche,31322.0,13.16%,2.28%,nc,83.74%,79.0,nc,17.84%,1938.0
3580,Creysse,27873.0,11.83%,2.86%,nc,84.52%,222.0,nc,17.86%,1751.0
3581,Lannilis,26564.0,8.95%,1.24%,2264.10,84.08%,363.0,nc,17.92%,5694.0
3582,LesAttaques,26458.0,13.85%,1.95%,2340.24,85.45%,136.0,nc,15.98%,2040.0
3583,LesÉchelles,22748.0,10.17%,1.91%,nc,84.70%,120.0,nc,22.89%,1246.0
3584,Missillac,25088.0,10.41%,1.14%,2324.97,85.13%,272.0,nc,16.49%,5432.0
3585,Saint-Martin-de-Seignanx,27605.0,10.07%,1.61%,2340.11,86.21%,439.0,nc,19.62%,6033.0
3586,Saint-Romain-de-Benet,21963.0,10.28%,1.60%,nc,84.21%,113.0,nc,15.22%,1760.0
3587,Volgelsheim,26128.0,14.97%,1%,2245.40,84.71%,132.0,nc,14.91%,2691.0
3588,Wavrin,28002.0,11%,2.42%,2477.31,87.58%,436.0,nc,18.80%,7736.0
3589,Aurec-sur-Loire,25644.0,9.73%,1.36%,2360.71,85.81%,342.0,nc,18.38%,6166.0
3590,Bonnemain,22656.0,10.07%,1.18%,nc,81.16%,80.0,nc,17.88%,1526.0
3591,Cagnes-sur-Mer,28053.0,12.34%,1.97%,2530.34,87.76%,6861.0,9032,17.10%,52100.0
3592,Cérences,20601.0,8.96%,1.31%,nc,84.02%,111.0,nc,17.26%,1771.0
3593,Champlitte,21655.0,10.36%,1.55%,nc,83.09%,110.0,nc,14.77%,1634.0
3594,Espondeilhan,25330.0,17.22%,2.58%,nc,87.74%,85.0,nc,19.19%,1147.0
3595,Fosses,26799.0,10.61%,2.14%,2449.56,89.05%,481.0,nc,19.59%,9830.0
3596,Grandris,21016.0,10.58%,1.50%,nc,84.91%,80.0,nc,20.37%,1185.0
3597,Labenne,28152.0,14.08%,1.50%,2541.79,85.55%,656.0,nc,18.37%,6934.0
3598,Pontcharra,27429.0,12.17%,1.63%,2505.94,86.12%,576.0,nc,18.52%,7349.0
3599,Pujols,28323.0,12.68%,1.76%,2241.14,85.83%,244.0,nc,14.01%,3717.0
3600,Saint-Alban,26177.0,9.83%,2.14%,2431.91,88.20%,645.0,nc,21.60%,6269.0
3601,Saint-Léonard,23164.0,13.88%,1.53%,nc,86.04%,91.0,nc,17.31%,1359.0
3602,Saint-Omer-en-Chaussée,25335.0,20.70%,2.57%,nc,87.47%,36.0,nc,15.27%,1245.0
3603,Théoule-sur-Mer,32848.0,18.32%,3.67%,nc,84.50%,321.0,nc,23.20%,1361.0
3604,Ustaritz,27391.0,8.68%,1.58%,2311.52,85.99%,554.0,nc,21.82%,7399.0
3605,Vendémian,23215.0,13.25%,2.35%,nc,86.34%,82.0,nc,17.12%,1154.0
3606,Villefranche-d'Albigeois,22091.0,11.25%,1.78%,nc,84.26%,82.0,nc,16.87%,1244.0
3607,Brasles,26885.0,14.47%,1.59%,nc,82.96%,78.0,nc,16.45%,1558.0
3608,Cocumont,21291.0,14.86%,1.84%,nc,85.31%,56.0,nc,14.43%,1089.0
3609,Fouilloy,24473.0,11.53%,1.55%,nc,87.04%,66.0,nc,19.20%,1815.0
3610,LePlan-de-la-Tour,29564.0,11.22%,2.88%,2452.75,83.89%,573.0,nc,19.05%,3046.0
3611,Lons,30197.0,10.95%,2.55%,2611.79,85.22%,1262.0,nc,19.72%,13843.0
3612,Noyal-Muzillac,25638.0,9.30%,1.31%,2096.21,84.79%,118.0,nc,14.15%,2520.0
3613,Satillieu,21927.0,12.62%,1.47%,nc,86.98%,90.0,nc,17.13%,1501.0
3614,Villegailhenc,24302.0,11.88%,2.45%,nc,88.58%,92.0,nc,18.01%,1658.0
3615,Chennevières-sur-Marne,30345.0,13.59%,3.60%,2801.97,87.53%,1606.0,nc,19.53%,18011.0
3616,Damelevières,25331.0,10.74%,1.90%,2351.30,89.24%,117.0,nc,20.32%,3124.0
3617,Écueillé,18998.0,12.33%,1.93%,nc,87.25%,86.0,nc,15.52%,1202.0
3618,Ensisheim,27607.0,12.97%,1.42%,2358.12,87.10%,410.0,nc,16.41%,7475.0
3619,Falck,24583.0,10.55%,2.39%,2236.66,88.82%,111.0,nc,14.82%,2520.0
3620,Lussant,22748.0,15.23%,1.56%,nc,83.60%,69.0,nc,16.98%,1019.0
3621,Malemort,26032.0,9.42%,1.26%,2248.84,86.95%,657.0,nc,17.83%,8050.0
3622,Pénestin,25597.0,16.46%,1.43%,2385.91,77.48%,200.0,nc,12.62%,2023.0
3623,Ploumilliau,24463.0,11.93%,1.26%,2210.13,85.92%,161.0,nc,14.51%,2452.0
3624,Sainte-Eulalie-en-Born,23693.0,15.43%,1.43%,nc,83.60%,91.0,nc,15.31%,1340.0
3625,LesOrmes,23817.0,10.23%,2.17%,nc,85.50%,63.0,nc,16.16%,1611.0
3626,Moulins-lès-Metz,27333.0,13.81%,1.93%,2432.01,88.38%,318.0,nc,17.33%,5021.0
3627,Neuville-aux-Bois,26734.0,10.44%,1.24%,2357.26,84.63%,239.0,nc,18.43%,4978.0
3628,Pont-Hébert,23624.0,8.84%,1.42%,nc,80.98%,78.0,nc,16.68%,1915.0
3629,Quingey,24379.0,10.97%,1.84%,nc,84.87%,115.0,nc,20.21%,1399.0
3630,Roissy-en-Brie,27072.0,10.93%,2.26%,2562.21,88.06%,1347.0,nc,18.52%,22643.0
3631,LeLion-d'Angers,25511.0,8.73%,0.88%,2249.19,83.44%,301.0,nc,18.92%,5201.0
3632,Mandelieu-la-Napoule,29348.0,13.92%,2.46%,2592.50,89.08%,3436.0,14833,20.73%,21772.0
3633,Mortrée,21328.0,14.42%,1.68%,nc,86.36%,75.0,nc,15.96%,1144.0
3634,Piolenc,26514.0,11.14%,1.16%,2384.05,84.24%,452.0,nc,17.76%,5465.0
3635,Vendin-lès-Béthune,25060.0,12.82%,1.92%,2375.54,88.02%,143.0,nc,17.34%,2413.0
3636,Kerlouan,25036.0,12.94%,1.26%,2256.10,81.85%,103.0,nc,11.86%,2087.0
3637,Layrac,25273.0,10.55%,1.62%,2328.94,88.10%,210.0,nc,18.71%,3726.0
3638,Meslan,21804.0,12.76%,1.17%,nc,83.51%,74.0,nc,15.52%,1438.0
3639,Moréac,24242.0,6.16%,1.33%,2150.72,84.12%,202.0,nc,16.28%,3703.0
3640,Pontvallain,23809.0,13.35%,1.11%,nc,84.64%,67.0,nc,17.06%,1634.0
3641,Port-Brillet,21073.0,9.19%,0.89%,nc,83.50%,71.0,nc,19.50%,1795.0
3642,Pouru-Saint-Remy,21504.0,14.23%,1.75%,nc,85.57%,39.0,nc,14.54%,1144.0
3643,Saint-Rémy-de-Provence,30416.0,14.15%,2.56%,2652.27,85.86%,1780.0,nc,17.40%,9692.0
3644,Vielle-Saint-Girons,25431.0,17.52%,1.94%,nc,85.50%,131.0,nc,15.61%,1438.0
3645,Artigues-près-Bordeaux,28172.0,10.51%,2.60%,2490.72,87.50%,965.0,nc,18.84%,8663.0
3646,Jugon-les-Lacs,24321.0,8.09%,1.03%,2077.35,84.95%,151.0,nc,16.57%,2533.0
3647,LaFerrière-aux-Étangs,21435.0,9.92%,1.41%,nc,85.36%,62.0,nc,17.29%,1552.0
3648,Laissac-Sévéracl'Église,23377.0,8.39%,1.02%,2036.31,86.67%,184.0,nc,17.77%,2153.0
3649,Moussan,26302.0,12.74%,2.61%,2338.68,88.32%,134.0,nc,18.01%,2041.0
3650,Plateaud'Hauteville,23279.0,7.85%,0.96%,2197.67,84.41%,313.0,nc,16.04%,4824.0
3651,Poncin,25470.0,12.80%,2.08%,nc,87.52%,127.0,nc,18.97%,1696.0
3652,RémalardenPerche,23293.0,10.15%,1.64%,nc,83.01%,189.0,nc,15.40%,1898.0
3653,Valence-d'Albigeois,21178.0,11.83%,1.71%,nc,85.89%,98.0,nc,16.50%,1295.0
3654,Calmont,24314.0,11.42%,1.63%,2372.31,87.68%,135.0,nc,19.68%,2371.0
3655,Cérons,24572.0,10.73%,1.69%,2364.86,85.64%,142.0,nc,18.25%,2133.0
3656,Corquilleroy,24647.0,15.55%,1.80%,2337.29,89.93%,152.0,nc,15.33%,2822.0
3657,Huriel,24835.0,9.64%,1.81%,2194.82,88.47%,101.0,nc,16.12%,2632.0
3658,Médis,26977.0,13.62%,1.38%,2190.37,87.11%,239.0,nc,14.69%,3011.0
3659,Mornas,26468.0,13.12%,2.05%,2468.31,84.14%,199.0,nc,16.25%,2450.0
3660,Simard,21331.0,10.45%,1.44%,nc,83.55%,91.0,nc,19.37%,1184.0
3661,Urrugne,29314.0,11.17%,1.45%,2336.64,85.93%,939.0,nc,17.96%,10495.0
3662,Belz,26214.0,11.71%,1.36%,2327.10,84.65%,291.0,nc,15.73%,3784.0
3663,Crémieu,27066.0,12.81%,1.58%,2634.24,82.75%,395.0,nc,20.69%,3437.0
3664,Eyragues,27840.0,12.24%,2.07%,2440.52,86.05%,470.0,nc,16.90%,4421.0
3665,Morières-lès-Avignon,27847.0,12.43%,2.07%,2478.16,88.70%,742.0,nc,18.89%,8848.0
3666,Berné,19006.0,9.54%,1.02%,nc,80.91%,65.0,nc,15.11%,1545.0
3667,LeBourg-d'Oisans,25680.0,8.02%,1.57%,2369.91,68.29%,383.0,nc,17.73%,3285.0
3668,Mertzwiller,25543.0,9.52%,2.95%,2336.90,87.52%,208.0,nc,15.75%,3376.0
3669,Pont-de-Larn,26883.0,8.74%,1.87%,2214.52,84.81%,163.0,nc,16.91%,2781.0
3670,Seignosse,34556.0,14.90%,2.87%,2713.54,82.35%,808.0,nc,21.72%,3890.0
3671,Lacanau,30426.0,13.79%,2.94%,2728.48,85.45%,966.0,nc,20.31%,5064.0
3672,Saint-Georges-de-Reintembault,20002.0,9.40%,1.06%,nc,77.89%,69.0,nc,15.53%,1487.0
3673,Avrillé,31497.0,13.27%,1.73%,2642.28,83.91%,809.0,nc,19.03%,14727.0
3674,Chevanceaux,21213.0,11.36%,1.53%,nc,77.35%,89.0,nc,14.93%,1099.0
3675,Guiclan,25235.0,10.02%,0.86%,2122.89,84.03%,111.0,nc,15.27%,2529.0
3676,Landiras,24464.0,11.11%,1.64%,2357.21,85.87%,193.0,nc,17.53%,2190.0
3677,Lescure-d'Albigeois,26856.0,9.66%,1.57%,2176.78,87.67%,299.0,nc,16.17%,4577.0
3678,Saint-Maurice-la-Souterraine,19541.0,13.03%,1.81%,nc,88.58%,71.0,nc,16.75%,1190.0
3679,Saint-Sébastien-de-Morsent,27777.0,11.20%,1.18%,2395.06,84.75%,162.0,nc,18.77%,5561.0
3680,Teillay,21850.0,12.37%,1.19%,nc,80.60%,48.0,nc,17.08%,1075.0
3681,Vald'Oust,24294.0,10.05%,1%,2164.11,86.32%,150.0,nc,16.42%,2782.0
3682,ValdeLouyreetCaudeau,24817.0,12.78%,1.70%,nc,73.75%,153.0,nc,11.57%,1588.0
3683,Wahagnies,26754.0,14.39%,1.92%,2395.80,88.59%,120.0,nc,18.27%,2615.0
3684,Charroux,20094.0,11.69%,1.77%,nc,81.04%,85.0,nc,12.78%,1099.0
3685,Frignicourt,25197.0,10.48%,2.43%,nc,85.82%,89.0,nc,16.17%,1787.0
3686,Golfech,23045.0,16.28%,1.88%,nc,86.33%,80.0,nc,17.71%,1013.0
3687,LaDominelais,22978.0,10.24%,1.21%,nc,82.84%,50.0,nc,18.96%,1397.0
3688,LePêchereau,24529.0,12.63%,1.43%,nc,84.65%,59.0,nc,14.53%,1854.0
3689,LesHerbiers,28480.0,8.81%,0.79%,2243.73,82.40%,1161.0,nc,19.69%,16266.0
3690,Mormant,25047.0,10.27%,2.07%,2396.67,90.33%,290.0,nc,19.67%,5104.0
3691,Proville,29374.0,15.04%,1.95%,2465.75,83.64%,184.0,nc,15.73%,3090.0
3692,Rivière-Saas-et-Gourby,24822.0,10%,3.78%,nc,85.32%,96.0,nc,17.18%,1324.0
3693,Châteauroux-les-Alpes,25029.0,9.95%,2.06%,nc,67.09%,120.0,nc,18.40%,1200.0
3694,Diou,21640.0,12.14%,1.77%,nc,85.02%,68.0,nc,13.39%,1373.0
3695,Gallargues-le-Montueux,27955.0,12.78%,2.37%,2464.64,87.83%,440.0,nc,20.68%,3596.0
3696,LaHaye-Pesnel,23974.0,12.25%,1.19%,nc,81.48%,112.0,nc,21%,1266.0
3697,Laluque,22194.0,12.97%,1.78%,nc,82.82%,59.0,nc,15.14%,1054.0
3698,LeMay-sur-Èvre,24308.0,7.24%,0.89%,2160.55,83.72%,151.0,nc,17.06%,3827.0
3699,Maîche,32056.0,11.18%,1.74%,2094.58,88.04%,298.0,nc,16.49%,4259.0
3700,Moult-Chicheboville,25548.0,9.55%,1.15%,2248.85,85.66%,187.0,nc,18.47%,3344.0
3701,PercheenNocé,25431.0,8.68%,1.80%,2178.49,81.52%,142.0,nc,13.79%,2010.0
3702,Saint-André-de-la-Roche,24762.0,9%,1.68%,2301.21,89.14%,462.0,nc,18.89%,5694.0
3703,Arbent,29786.0,14.02%,1.32%,2307.78,84.13%,329.0,nc,16.84%,3336.0
3704,Bidart,32410.0,13.02%,2.34%,2626.30,85.62%,1273.0,nc,25.64%,7224.0
3705,Caumont-sur-Durance,27969.0,12.35%,2.97%,2538.24,88.16%,388.0,nc,17.61%,5094.0
3706,Erdre-en-Anjou,24840.0,7.96%,0.74%,2170.52,84.55%,261.0,nc,17.68%,5759.0
3707,Exideuil-sur-Vienne,20910.0,10.59%,2.94%,nc,84.02%,38.0,nc,14.20%,1013.0
3708,Coignières,26792.0,9.43%,2.54%,2428.71,86.43%,1171.0,nc,19.03%,4375.0
3709,LaDevise,22906.0,15.65%,1.84%,nc,86.16%,69.0,nc,14.91%,1193.0
3710,Lanvallay,26902.0,11.98%,1.28%,2408.44,83.22%,243.0,nc,16.08%,4209.0
3711,Montluel,27916.0,9.99%,1.71%,2572.89,83.15%,507.0,nc,20.12%,6864.0
3712,Nant,19739.0,12.91%,1.88%,nc,84.98%,89.0,nc,15.48%,992.0
3713,Râches,25757.0,12.13%,1.88%,2386.39,87.86%,131.0,nc,18.16%,2682.0
3714,Saint-André-les-Alpes,22211.0,11.98%,1.66%,nc,78.57%,135.0,nc,16.62%,1015.0
3715,Saint-Sulpice-de-Royan,27707.0,14.54%,1.48%,2238.42,85.59%,361.0,nc,12.67%,3328.0
3716,Allassac,24432.0,9.28%,1.27%,2227.19,87.46%,246.0,nc,16.89%,3996.0
3717,Belin-Béliet,25379.0,10.19%,1.69%,2344.31,88.96%,470.0,nc,18.28%,5831.0
3718,Bollezeele,22154.0,12.97%,1.26%,nc,85.65%,76.0,nc,16.37%,1424.0
3719,BonRepossurBlavet,21198.0,10.53%,1.77%,nc,81.97%,91.0,nc,14.10%,1249.0
3720,Capvern,22025.0,8.67%,2.37%,nc,82.87%,141.0,nc,17.36%,1266.0
3721,Connaux,27624.0,12.93%,2.65%,nc,86.67%,129.0,nc,17.84%,1701.0
3722,Dissay,27582.0,10.70%,1.41%,2267.72,85.74%,193.0,nc,17.96%,3264.0
3723,Générac,27785.0,11.89%,1.96%,2394.39,87.06%,339.0,nc,17.74%,4048.0
3724,LaPenne-sur-Huveaune,27048.0,13.21%,1.87%,2469.56,88.45%,736.0,nc,17.67%,6521.0
3725,Milly-sur-Thérain,25050.0,11.45%,1.74%,nc,87.64%,83.0,nc,20.05%,1836.0
3726,Montcaret,23727.0,10.14%,2.24%,nc,78.19%,124.0,nc,12.53%,1453.0
3727,Muides-sur-Loire,25443.0,12.16%,2.75%,nc,84.30%,67.0,nc,15.86%,1234.0
3728,Nazelles-Négron,25508.0,9.64%,1.71%,2285.89,87.33%,235.0,nc,17.14%,3525.0
3729,Ambierle,23258.0,10.27%,1.54%,nc,84.24%,135.0,nc,15.66%,1898.0
3730,Antibes,29251.0,13.61%,2.34%,2796.99,88.73%,12203.0,9637,21.34%,74709.0
3731,Bollwiller,26995.0,12.22%,1.44%,2280.71,88.05%,207.0,nc,16.79%,4119.0
3732,Saint-Georges-d'Orques,30262.0,12.73%,2.14%,2505.12,85.66%,587.0,nc,18.41%,5628.0
3733,Saint-Vincent-de-Paul,25879.0,9.81%,1.99%,2304.35,88.11%,198.0,nc,18.10%,3337.0
3734,Samadet,22856.0,11.78%,2.12%,nc,84.40%,83.0,nc,16.36%,1131.0
3735,Athis-ValdeRouvre,25266.0,8.32%,1.45%,2238.20,84.80%,203.0,nc,15.42%,4224.0
3736,Authon-du-Perche,22169.0,11.24%,1.75%,nc,84.27%,87.0,nc,13.68%,1492.0
3737,Palluau,22352.0,10.24%,1.53%,nc,82.73%,57.0,nc,19.98%,1106.0
3738,Quemper-Guézennec,22364.0,13.08%,1.61%,nc,80.89%,65.0,nc,14.76%,1061.0
3739,Saint-Père-en-Retz,27789.0,9.26%,1.13%,2176.31,84.68%,326.0,nc,17.16%,4594.0
3740,Villebernier,24269.0,11.89%,1.52%,nc,82.44%,65.0,nc,15.35%,1438.0
3741,Wimereux,34164.0,14.29%,2.52%,2653.91,84.33%,417.0,nc,18.86%,6311.0
3742,Aumetz,25534.0,13.51%,1.59%,2260.20,86.27%,114.0,nc,10.28%,2368.0
3743,Chantepie,29683.0,9.71%,2.05%,2591.12,83.64%,707.0,nc,21.85%,10236.0
3744,Clérieux,27177.0,13.56%,1.56%,nc,85.77%,134.0,nc,17.31%,2049.0
3745,Étang-sur-Arroux,22385.0,12.30%,1%,nc,82.43%,106.0,nc,14.33%,1803.0
3746,Petit-Noir,21530.0,9.91%,2.62%,nc,83.92%,72.0,nc,15.51%,1093.0
3747,Plourivo,24963.0,11.02%,1.10%,2173.83,85.19%,94.0,nc,14.18%,2262.0
3748,Quessoy,26099.0,8.53%,1.13%,2163.10,85.06%,205.0,nc,16.68%,3868.0
3749,Charvieu-Chavagneux,26228.0,10.88%,1.49%,2478.51,87.92%,481.0,nc,19.38%,10194.0
3750,LaChapelle-Saint-Mesmin,28636.0,9.93%,1.79%,2460.50,85.45%,552.0,nc,18.89%,10095.0
3751,Lagny-sur-Marne,29950.0,11.76%,2.53%,2795.16,87.09%,1990.0,8711,20.61%,21139.0
3752,Nieul-le-Dolent,24018.0,10.66%,0.79%,2101.63,86.60%,142.0,nc,15.27%,2525.0
3753,Rouffach,26401.0,10.18%,1.29%,2357.15,85.38%,307.0,nc,19.18%,4187.0
3754,Sainte-Geneviève-des-Bois,29322.0,12.21%,2.70%,2761.13,87.31%,2743.0,13328,19.20%,35879.0
3755,Soudan,24448.0,11.94%,1.21%,nc,82.95%,88.0,nc,15.04%,1996.0
3756,Verquigneul,28397.0,15.46%,2.18%,2451.12,82.53%,80.0,nc,13.99%,2021.0
3757,Bayard-sur-Marne,22351.0,12.62%,1.10%,nc,84.04%,45.0,nc,16.99%,1286.0
3758,Branne,23423.0,9.85%,2.14%,nc,85.48%,126.0,nc,20.86%,1317.0
3759,Cubzac-les-Ponts,25561.0,11.27%,2.44%,2378.09,88.90%,185.0,nc,18.75%,2531.0
3760,Gaillac-Toulza,22766.0,12.37%,1.66%,nc,83.29%,86.0,nc,14.37%,1320.0
3761,LaPacaudière,20751.0,12.18%,1.62%,nc,85.95%,78.0,nc,17.90%,1054.0
3762,Chauvé,24537.0,10.28%,0.87%,2189.74,87.12%,144.0,nc,17.77%,2965.0
3763,Chilleurs-aux-Bois,24241.0,8.80%,2.18%,2353.23,86.02%,100.0,nc,17.45%,2096.0
3764,Froidfond,24507.0,8.67%,0.68%,2081.10,82.75%,95.0,nc,17.52%,1969.0
3765,Huningue,36454.0,15.10%,2.60%,2294.21,87.81%,271.0,nc,14.58%,7283.0
3766,L'Île-d'Yeu,29732.0,11.83%,0.76%,2132.24,79.86%,485.0,nc,13.49%,4870.0
3767,LeHouga,20049.0,7.98%,1.54%,nc,78.68%,69.0,nc,17.95%,1158.0
3768,Paslières,23766.0,12.43%,1.69%,nc,85.94%,72.0,nc,15.78%,1478.0
3769,Phalsbourg,34832.0,12.64%,1.84%,2414.32,83.29%,418.0,nc,19.20%,4700.0
3770,Pussay,25093.0,10.45%,1.66%,2277.28,87.67%,133.0,nc,19.32%,2120.0
